D,L,P,G,Tin,X,CHF,CHF_LUT,CHF_NN
0.008,2.44,14700,1012,325.17,0.414,450,565.33488,571.7249
0.008,0.78,14700,2233,265.44,-0.016,2470,2683.166856,2565.948
0.008,3.49,14710,997,78.35,0.325,883,842.62406,893.6856
0.008,3.49,14710,999,98.48,0.322,836,850.5415552,894.6498
0.008,3.49,14710,999,119.7,0.332,793,818.3297712,863.4138
0.008,3.49,14710,999,137.7,0.356,764,740.7892848,792.4869
0.008,3.49,14710,1000,153.92,0.371,735,691.1268,717.5021
0.008,3.49,14710,1000,168.14,0.379,706,665.0532,687.4298
0.008,3.49,14710,1001,185.43,0.375,663,677.54517,690.4669
0.008,3.49,14710,1000,204.95,0.382,619,655.2756,665.378
0.008,3.49,14710,1001,222.31,0.405,590,586.84319,595.1694
0.008,3.49,14710,1000,239.72,0.422,556,556.5568,551.3415
0.008,3.49,14710,1001,257.06,0.434,518,534.093292,523.9474
0.008,3.49,14710,1001,279.75,0.475,480,408.6881,402.6142
0.008,3.49,14710,1001,297.11,0.476,431,404.836028,402.4945
0.008,3.49,14710,1001,316.27,0.496,382,327.794588,398.8969
0.008,3.49,14710,997,329.88,0.495,330,333.865616,399.2767
0.008,3.49,14710,999,78.35,0.326,885,837.6568416,893.2502
0.008,3.49,14710,999,97.52,0.333,845,815.1085928,869.131
0.008,3.49,14710,999,114.47,0.347,813,770.0120952,829.3372
0.008,3.49,14710,999,131.8,0.356,778,740.7892848,794.5825
0.008,3.49,14710,999,149.94,0.366,741,708.1904928,740.757
0.008,3.49,14710,999,169.3,0.375,700,678.85158,697.4487
0.008,3.49,14710,999,186.57,0.386,666,642.9929088,659.9697
0.008,3.49,14710,999,206.97,0.391,619,626.6935128,639.5018
0.008,3.49,14710,999,227.58,0.404,576,590.064664,591.1231
0.008,3.49,14710,999,248.04,0.419,532,562.727404,554.0986
0.008,3.49,14710,999,266.33,0.412,480,575.484792,558.3152
0.008,3.49,14710,999,285.78,0.42,431,560.90492,539.8309
0.008,3.49,14710,999,305.27,0.455,394,486.943008,422.2552
0.008,3.49,14710,999,322.11,0.468,344,436.7957888,401.8356
0.008,3.49,14710,999,335.49,0.459,286,471.5130944,416.076
0.008,3.49,14710,999,76.43,0.348,900,766.7909168,847.8585
0.008,3.49,14710,999,92.5,0.348,865,766.7909168,832.4035
0.008,3.49,14710,999,107.56,0.338,825,799.0027008,850.5099
0.008,3.49,14710,999,124.69,0.357,793,737.5294056,808.2816
0.008,3.49,14710,999,146.89,0.349,747,763.5697384,751.7709
0.008,3.49,14710,999,162.09,0.38,721,662.552184,683.8078
0.008,3.49,14710,999,183.59,0.397,677,607.1342376,644.7805
0.008,3.49,14710,999,201.8,0.41,642,579.12976,593.0496
0.008,3.49,14710,999,219.22,0.419,605,562.727404,562.3334
0.008,3.49,14710,999,240.8,0.437,561,529.922692,524.5464
0.008,3.49,14710,999,260.17,0.45,518,506.2304,470.8936
0.008,3.49,14710,999,280.73,0.473,475,417.5083968,403.2506
0.008,3.49,14710,1005,298.03,0.493,440,337.76922,393.7688
0.008,3.49,14710,999,316.27,0.487,376,363.5036992,393.9459
0.008,3.49,14710,1001,327.96,0.53,359,288.572576,358.7086
0.008,3.49,14710,2004,67.3,0.162,1632,1274.805021,1424.427
0.008,3.49,14710,2004,87.47,0.151,1534,1340.889078,1436.415
0.008,3.49,14710,2004,107.56,0.167,1458,1244.766813,1311.56
0.008,3.49,14710,2004,126.59,0.175,1377,1196.70568,1269.808
0.008,3.49,14710,2004,144.77,0.181,1299,1160.65983,1229.765
0.008,3.49,14710,2004,161.16,0.19,1233,1106.591056,1175.259
0.008,3.49,14710,2004,177.39,0.197,1163,1064.537565,1136.14
0.008,3.49,14710,2004,194.78,0.23,1117,943.437568,982.2398
0.008,3.49,14710,2004,212.11,0.2,998,1046.51464,1095.82
0.008,3.49,14710,2004,236.71,0.229,909,946.8734704,949.6093
0.008,3.49,14710,2004,256.02,0.261,845,824.4032848,810.6715
0.008,3.49,14710,2004,274.6,0.277,764,751.2160336,708.7925
0.008,0.78,14700,2233,277.7,0.019,2333,2354.831092,2283.194
0.008,0.78,14700,2233,290.87,0.041,2075,2158.856588,2142.593
0.008,0.78,14700,2244,301.07,0.071,1948,1935.355808,1974.232
0.008,1.57,14700,2190,189.68,0.018,2238,2349.95632,2443.263
0.008,1.57,14700,2195,198.77,0.03,2168,2246.0336,2342.324
0.008,1.57,14700,2201,209.12,0.031,2051,2238.928676,2329.099
0.008,1.57,14700,2195,219.36,0.052,1980,2056.48888,2148.696
0.008,1.57,14700,2195,228.59,0.062,1894,1988.14328,2067.339
0.008,1.57,14700,2190,239.85,0.078,1793,1877.97744,1966.159
0.008,1.57,14700,2195,249.01,0.087,1705,1817.27928,1880.224
0.008,1.57,14700,2195,260.3,0.116,1642,1609.19544,1500.746
0.008,1.57,14700,2190,269.5,0.139,1578,1437.51592,1381.41
0.008,1.57,14700,2190,279.67,0.137,1434,1452.40536,1384.499
0.008,1.57,14700,2190,290.87,0.144,1295,1400.29232,1343.535
0.008,1.57,14700,2206,301.07,0.151,1171,1350.136832,1308.543
0.008,1.57,14700,2208,312.16,0.177,1070,1191.047552,1190.926
0.008,1.57,14700,2206,321.25,0.192,959,1099.185344,1128.568
0.008,2.44,14700,2173,168.28,0.088,1717,1807.353808,1800.721
0.008,1.57,14700,2190,330.83,0.224,860,965.32448,1020.68
0.008,2.44,14700,2162,178.45,0.101,1656,1717.264944,1658.43
0.008,2.44,14700,2179,188.54,0.105,1597,1689.46424,1625.187
0.008,2.44,14700,2173,200.81,0.122,1531,1562.694672,1469.893
0.008,2.44,14700,2173,209.12,0.126,1474,1533.016976,1446.517
0.008,2.44,14700,2173,219.36,0.142,1423,1414.306192,1366.609
0.008,2.44,14700,2190,224.43,0.13,1371,1504.5184,1425.616
0.008,2.44,14700,2173,228.59,0.143,1352,1406.886768,1356.809
0.008,2.44,14700,2200,235.76,0.165,1352,1264.256,1238.201
0.008,2.44,14700,2179,244.77,0.186,1301,1135.353968,1142.431
0.008,2.44,14700,2179,256.15,0.214,1259,1000.524448,1001.484
0.008,2.44,14700,2179,265.44,0.217,1188,989.951944,976.8873
0.008,2.44,14700,2190,276.51,0.198,1059,1062.23264,1070.286
0.008,2.44,14700,2201,285.9,0.204,993,1036.022032,1031.433
0.008,2.44,14700,2190,296.11,0.231,942,940.62512,898.9005
0.008,2.44,14700,2190,304.13,0.236,873,922.98272,872.8329
0.008,2.44,14700,2195,315.2,0.251,788,868.70168,800.8862
0.008,2.44,14700,2190,325.17,0.269,707,781.55864,741.3212
0.008,0.78,14700,1594,198.77,-0.097,2578,3145.188552,3043.691
0.008,0.78,14700,1603,219.36,-0.076,2373,2963.202792,2795.795
0.008,0.78,14700,1603,229.46,-0.052,2287,2751.611784,2617.838
0.008,0.78,14700,1597,239.85,-0.027,2192,2558.939812,2398.557
0.008,0.78,14700,1603,250.07,-0.005,2101,2395.41522,2235.177
0.008,0.78,14700,1592,260.3,0.017,1981,2239.737632,2094.613
0.008,0.78,14700,1608,270.51,0.034,1870,2125.195136,2004.719
0.008,0.78,14700,1603,279.67,0.054,1765,1988.499232,1895.214
0.008,0.78,14700,1597,290.87,0.076,1614,1841.786792,1790.046
0.008,0.78,14700,1592,301.07,0.108,1523,1634.043008,1586.809
0.008,0.78,14700,1603,311.31,0.134,1408,1478.908656,1446.168
0.008,0.78,14700,1597,321.25,0.158,1257,1336.325584,1328.701
0.008,0.78,14700,1597,330.83,0.188,1111,1158.577024,1201.398
0.008,1.57,14700,1601,158.04,0.057,1993,1968.464052,1960.104
0.008,1.57,14700,1601,168.28,0.08,1953,1815.33548,1822.687
0.008,1.57,14700,1601,178.45,0.089,1884,1755.415604,1773.836
0.008,1.57,14700,1606,188.54,0.084,1791,1788.954544,1794.188
0.008,1.57,14700,1601,198.77,0.1,1727,1682.1802,1718.292
0.008,1.57,14700,1595,209.12,0.121,1674,1556.69386,1606.731
0.008,1.57,14700,1601,219.36,0.13,1606,1502.89504,1561.931
0.008,1.57,14700,1601,230.55,0.125,1495,1532.7759,1577.722
0.008,1.57,14700,1601,240.71,0.139,1429,1449.109492,1510.27
0.008,1.57,14700,1601,250.07,0.154,1373,1359.668336,1434.667
0.008,1.57,14700,1601,259.27,0.174,1328,1241.152016,1323.24
0.008,1.57,14700,1601,270.51,0.176,1222,1229.300384,1307.575
0.008,1.57,14700,1601,280.65,0.172,1110,1253.003648,1327.758
0.008,1.57,14700,1601,290.87,0.2,1062,1087.0808,1174.943
0.008,1.57,14700,1601,301.07,0.209,971,1056.3539,1121.405
0.008,1.57,14700,1601,311.31,0.227,893,994.9001,1023.414
0.008,1.57,14700,1601,321.25,0.25,817,916.3758,936.4007
0.008,1.57,14700,1601,330.83,0.281,749,786.801752,833.2477
0.008,5.03,14700,1609,178.45,0.27,708,831.78476,746.893
0.008,5.03,14700,1598,182.36,0.286,702,766.324176,712.5386
0.008,5.03,14700,1603,188.54,0.272,678,824.167272,743.5681
0.008,5.03,14700,1614,192.64,0.277,675,801.812576,730.1241
0.008,5.03,14700,1603,199.9,0.272,647,824.167272,740.2563
0.008,5.03,14700,1598,211.14,0.281,620,787.208096,716.7794
0.008,5.03,14700,1609,221.35,0.296,605,722.900088,684.6971
0.008,5.03,14700,1598,250.91,0.297,517,720.379552,676.6769
0.008,5.03,14700,1598,262.36,0.321,499,632.652232,618.7639
0.008,5.03,14700,1598,283.77,0.343,446,553.874456,534.7719
0.008,5.03,14700,1598,273.52,0.324,466,621.909808,610.9419
0.008,5.03,14700,1598,294.06,0.349,417,532.389608,497.3519
0.008,5.03,14700,1598,305.19,0.354,381,506.428672,477.9704
0.008,5.03,14700,1598,314.2,0.383,367,344.172744,373.5445
0.008,5.03,14700,1598,325.17,0.389,328,310.602552,360.7928
0.008,5.03,14700,1598,334.62,0.379,278,366.552872,387.9961
0.008,3.49,14710,2004,305.27,0.306,619,621.0770176,552.2903
0.008,3.49,14710,2004,320.2,0.327,536,533.8138192,515.5696
0.008,3.49,14810,2004,334.58,0.363,475,381.0808768,473.5093
0.008,3.49,14710,1993,98.48,0.143,1464,1397.435276,1490.556
0.008,3.49,14710,2004,119.7,0.156,1389,1310.85087,1360.015
0.008,3.49,14710,2004,138.65,0.177,1322,1184.690397,1256.102
0.008,3.49,14710,2010,161.16,0.172,1215,1214.911312,1257.874
0.008,3.49,14710,2004,180.38,0.19,1140,1106.591056,1166.527
0.008,3.49,14710,2004,206.07,0.222,1053,970.9247872,1005.955
0.008,3.49,14710,2004,215.23,0.211,995,1008.719714,1046.58
0.008,3.49,11770,2004,232.81,0.279,909,1054.475541,981.4872
0.008,3.49,14910,2004,254.11,0.253,851,860.6973584,843.2076
0.008,3.49,14710,2004,277.58,0.266,735,801.5322688,765.3157
0.008,3.49,14710,1998,296,0.297,663,660.3142656,582.1525
0.008,3.49,14710,2004,316.27,0.318,561,571.2123328,517.929
0.008,3.49,14710,2004,334.54,0.352,460,428.9557952,484.0319
0.008,3.49,14710,2004,67.3,0.125,1597,1526.45836,1591.324
0.008,3.49,14710,2004,78.35,0.139,1563,1425.903842,1517.222
0.008,3.49,14710,2004,95.37,0.156,1502,1310.85087,1390.273
0.008,3.49,14600,2004,111.55,0.142,1406,1418.057728,1500.193
0.008,3.49,14710,2004,122.55,0.158,1377,1298.835587,1349.444
0.008,3.49,14710,2004,151.81,0.188,1273,1118.606339,1197.613
0.008,3.49,14610,2004,175.34,0.172,1140,1226.921917,1246.528
0.008,3.49,14710,2004,201.8,0.217,1068,988.1042992,1031.163
0.008,3.49,14830,2004,222.46,0.227,981,947.6590096,975.2343
0.008,3.49,14710,2004,242.72,0.216,862,991.5402016,1003.118
0.008,3.49,14830,2004,265.25,0.256,793,847.5733984,820.7849
0.008,3.49,14710,2004,295.07,0.29,663,691.751392,614.2593
0.008,3.49,14710,2004,317.26,0.304,538,629.3877984,554.1834
0.008,3.49,14710,1906,334.54,0.339,435,504.0648328,480.8577
0.008,1.57,14700,2701,187.63,-0.002,2724,2680.7256,2949.523
0.008,1.57,14700,2696,198.77,0,2557,2658.8312,2931.556
0.008,1.57,14700,2707,209.12,0.012,2456,2545.870032,2801.515
0.008,1.57,14700,2723,220.24,0.027,2352,2405.347208,2626.061
0.008,1.57,14700,2712,229.46,0.043,2259,2250.043568,2428.243
0.008,1.57,14700,2712,239.85,0.054,2137,2151.890624,2298.473
0.008,1.57,14700,2696,250.07,0.064,1998,2070.969472,2199.437
0.008,1.57,14700,2729,260.3,0.078,1905,1967.961856,2083.968
0.008,1.57,14700,2690,267.47,0.082,1776,1930.19104,2029.007
0.008,1.57,14700,2707,280.65,0.105,1642,1752.32708,1632.363
0.008,1.57,14700,2712,290.87,0.118,1510,1647.176608,1493.383
0.008,1.57,14700,2723,299.06,0.142,1454,1452.845008,1377.026
0.008,1.57,14700,2679,311.31,0.164,1275,1298.084928,1275.357
0.008,1.57,14700,2696,322.21,0.184,1123,1177.760032,1199.107
0.008,1.57,14700,2718,330.83,0.21,1019,1043.8472,1132.585
0.008,1.6,14700,2696,188.54,-0.009,2634,2753.36,2996.223
0.008,1.6,14700,2740,260.3,0.074,1867,2001.15488,2102.357
0.008,1.6,14700,2696,270.51,0.089,1725,1876.840672,1893.226
0.008,1.6,14700,2696,281.63,0.106,1596,1742.680288,1594.416
0.008,1.6,14700,2696,292,0.121,1471,1620.821008,1460.609
0.008,1.6,14700,2712,302.15,0.137,1352,1492.483472,1388.431
0.008,1.6,14700,2712,311.31,0.158,1250,1337.938848,1296.406
0.008,1.6,14700,2712,321.25,0.18,1118,1204.00848,1211.257
0.008,1.6,14700,2712,329.82,0.214,1038,1027.47328,1114.658
0.008,2.44,14700,2712,214.26,0.107,1747,1736.735792,1704.599
0.008,2.44,14700,2685,224.43,0.114,1646,1676.27592,1637.969
0.008,2.44,14700,2696,234.68,0.118,1560,1645.192864,1600.235
0.008,2.44,14700,2696,244.77,0.132,1488,1531.457536,1487.48
0.008,2.44,14700,2685,254.06,0.144,1415,1432.92432,1406.694
0.008,2.44,14700,2696,267.47,0.153,1303,1366.920544,1341.175
0.008,2.44,14700,2685,276.51,0.173,1243,1243.68444,1223.621
0.008,2.44,14700,2696,286.86,0.195,1184,1110.63856,1108.301
0.008,2.44,14700,2679,296.11,0.202,1089,1070.12728,1063.386
0.008,2.44,14700,2712,306.26,0.214,1007,1027.47328,1009.882
0.008,2.44,14700,2685,317.2,0.243,918,911.8538,896.5926
0.008,2.44,14700,2657,326.09,0.267,840,793.840892,819.1962
0.008,5.03,14700,2704,217.14,0.222,955,995.32608,936.1661
0.008,5.03,14700,2709,231.64,0.24,909,925.4888,862.051
0.008,5.03,14700,2709,240.71,0.26,886,834.25732,786.1886
0.008,5.03,14700,2698,242.85,0.253,864,869.967592,814.5548
0.008,5.03,14700,2687,253.01,0.264,823,811.761224,752.7158
0.008,5.03,14700,2709,250.91,0.249,823,890.30636,828.7611
0.008,5.03,14700,2709,261.33,0.26,784,834.25732,770.5825
0.008,5.03,14700,2709,271.52,0.276,748,750.833512,692.2902
0.008,5.03,14700,2709,281.63,0.285,704,703.90762,646.2644
0.008,5.03,14700,2709,304.13,0.303,598,611.202892,553.1901
0.008,5.03,14700,2687,314.2,0.305,533,599.59966,540.2465
0.008,5.03,14700,2709,324.09,0.326,494,500.075264,499.6659
0.008,5.03,14700,2709,332.68,0.339,442,437.263996,482.3661
0.008,1.57,14700,3180,197.87,-0.018,2962,2937.9736,3241.754
0.008,1.57,14700,3185,208,-0.002,2850,2763.2948,3059.114
0.008,1.57,14700,3185,219.36,0.004,2676,2705.0224,2967.425
0.008,1.57,14700,3185,229.46,0.014,2529,2614.2334,2859.513
0.008,1.57,14700,3185,239.85,0.029,2405,2478.0499,2676.866
0.008,1.57,14700,3174,250.91,0.053,2286,2259.516816,2454.874
0.008,1.57,14700,3169,260.3,0.055,2117,2241.52436,2421.715
0.008,1.57,14700,3191,270.51,0.072,2003,2103.026456,2285.977
0.008,1.57,14700,3191,280.65,0.089,1869,1959.458872,1995.151
0.008,1.57,14700,3151,290.87,0.098,1682,1876.766744,1790.11
0.008,1.57,14700,3196,301.07,0.126,1593,1649.4096,1579.402
0.008,1.57,14700,3196,311.31,0.148,1454,1464.9704,1461.81
0.008,1.57,14700,3180,322.21,0.173,1277,1310.4576,1339.274
0.008,1.57,14700,3191,330.83,0.199,1151,1160.01676,1248.805
0.008,1.6,14700,3169,290.87,0.11,1705,1779.0058,1645.122
0.008,1.6,14700,3185,301.07,0.13,1578,1613.937,1548.603
0.008,1.6,14700,3202,301.07,0.122,1556,1683.982,1591.836
0.008,1.6,14700,3191,311.31,0.146,1422,1480.8246,1461.21
0.008,1.6,14700,3224,311.31,0.141,1414,1528.7124,1500.179
0.008,1.6,14700,3224,321.25,0.171,1295,1330.13616,1351.34
0.008,1.6,14700,3191,321.25,0.174,1292,1306.58076,1327.909
0.008,1.6,14700,3191,330.83,0.202,1145,1145.536272,1231.701
0.008,1.6,14700,3207,331.83,0.207,1140,1126.787804,1223.229
0.008,2.44,14700,3191,258.23,0.126,1584,1648.5366,1616.895
0.008,2.44,14700,3191,260.3,0.135,1584,1573.0662,1562.477
0.008,2.44,14700,3191,270.51,0.151,1496,1441.41964,1473.476
0.008,2.44,14700,3191,281.63,0.176,1418,1294.85564,1330.203
0.008,2.44,14700,3202,290.87,0.19,1339,1214.7356,1246.676
0.008,2.44,14700,3163,303.23,0.221,1236,1058.852308,1069.427
0.008,2.44,14700,3163,313.18,0.234,1121,1002.910032,1010.898
0.008,2.44,14700,3191,326.09,0.251,965,933.467624,955.494
0.008,5.03,14700,3207,263.39,0.256,910,909.880288,937.9132
0.008,5.03,14700,3212,274.52,0.266,855,858.197888,888.1868
0.008,5.03,14700,3179,283.77,0.274,799,811.147344,831.4223
0.008,5.03,14700,3190,296.11,0.289,741,734.26424,747.0761
0.008,5.03,14700,3179,305.19,0.297,685,690.812632,701.0281
0.008,5.03,14700,3196,314.2,0.318,650,601.471072,624.2048
0.008,5.03,14700,3185,323.15,0.338,604,514.67772,583.4241
0.008,5.03,14700,3201,330.83,0.363,572,446.458988,565.2509
0.008,5.03,14700,3207,334.62,0.384,565,413.668688,570.9902
0.008,5.03,14700,3201,330.83,0.354,560,461.036504,571.2242
0.008,0.78,14700,4026,270.51,-0.046,3846,3456.767104,3871.205
0.008,0.78,14700,4021,280.65,-0.036,3424,3332.750544,3715.134
0.008,0.78,14700,3994,288.97,-0.014,3207,3056.965472,3401.508
0.008,0.78,14700,3999,301.07,0.026,2961,2664.294312,3079.485
0.008,0.78,14700,3999,313.18,0.062,2634,2361.22812,2632.884
0.008,1.57,14700,3961,253.01,0.034,2706,2588.073112,2805.23
0.008,1.57,14700,3978,258.23,0.043,2643,2513.864752,2713.634
0.008,1.6,14700,3191,203.96,-0.017,2821,2929.12808,3201.298
0.008,1.6,14700,3191,209.12,-0.015,2739,2907.1444,3173.703
0.008,1.6,14700,3191,214.26,0.007,2739,2678.78422,2914.276
0.008,1.6,14700,3218,219.36,0.005,2664,2701.3258,2935.188
0.008,1.6,14700,3191,224.43,0.011,2577,2642.50846,2855.533
0.008,1.6,14700,3191,230.55,0.023,2515,2533.68118,2723.267
0.008,1.6,14700,3180,234.68,0.025,2440,2513.384,2696.184
0.008,1.6,14700,3163,239.85,0.039,2393,2382.43102,2539.354
0.008,1.6,14700,3191,244.77,0.038,2315,2397.64708,2567.104
0.008,1.6,14700,3169,250.07,0.042,2223,2356.43188,2509.841
0.008,1.6,14700,3207,259.27,0.052,2116,2275.687192,2439.765
0.008,1.6,14700,3185,260.3,0.054,2091,2253.64772,2413.41
0.008,1.6,14700,3163,270.51,0.077,1977,2055.255128,2175.622
0.008,1.6,14700,3213,269.5,0.072,2004,2107.545608,2275.35
0.008,1.6,14700,3202,278.69,0.09,1892,1952.98184,1956.456
0.008,1.6,14700,3169,280.65,0.095,1850,1905.01364,1878.401
0.008,1.6,14700,3213,288.97,0.102,1740,1853.421,1754.447
0.008,1.57,14700,3978,271.52,0.066,2441,2324.50552,2517.001
0.008,1.57,14700,3978,280.65,0.069,2226,2300.30068,2491.381
0.008,1.57,14700,3978,290.87,0.128,2269,1831.42896,1842.464
0.008,1.57,14700,3989,301.07,0.12,1960,1897.1952,1881.378
0.008,1.57,14700,3978,311.31,0.141,1773,1729.86412,1767.507
0.008,1.57,14700,3961,321.25,0.171,1616,1533.513056,1607.897
0.008,1.57,14700,3961,330.83,0.202,1442,1357.38892,1483.187
0.008,1.6,14700,3978,250.07,0.019,2671,2720.493616,2953.213
0.008,1.6,14700,3989,260.3,0.045,2572,2498.75284,2677.691
0.008,1.6,14700,3945,261.33,0.048,2534,2464.50668,2642.686
0.008,1.6,14700,3994,270.51,0.063,2420,2352.12828,2530.952
0.008,1.6,14700,3989,270.51,0.053,2365,2431.55158,2611.269
0.008,1.6,14700,3978,280.65,0.076,2228,2243.82272,2392.404
0.008,1.6,14700,3989,280.65,0.075,2226,2254.4705,2413.482
0.008,1.6,14700,4011,289.92,0.097,2116,2082.8815,2130.223
0.008,1.6,14700,3989,292,0.099,2066,2061.29114,2077.696
0.008,1.6,14700,3994,301.07,0.12,1929,1898.6792,1878.067
0.008,1.6,14700,3989,301.07,0.12,1927,1897.1952,1875.836
0.008,1.6,14700,3994,311.31,0.148,1790,1680.34528,1727.85
0.008,1.6,14700,3994,311.31,0.138,1738,1758.32168,1780.204
0.008,1.6,14700,3994,321.25,0.177,1633,1510.141088,1578.255
0.008,1.6,14700,3994,321.25,0.168,1586,1561.677392,1627.578
0.008,1.6,14700,3978,330.83,0.205,1439,1348.5908,1465.841
0.008,1.6,14700,3994,331.83,0.201,1392,1373.55144,1485.144
0.008,2.23,14700,4049,331.83,0.253,1195,1133.305592,1179.993
0.008,0.78,14700,5075,285.9,-0.051,3785,3869.4516,4231.876
0.008,0.78,14700,5064,296.11,-0.026,3419,3515.489664,3880.836
0.008,0.78,14700,4999,305.19,0.013,3248,3019.076292,3475.907
0.008,0.78,14700,5021,316.2,0.051,2941,2704.07176,3123.144
0.008,1.57,14700,4979,270.51,0.048,2972,2710.987872,2933.832
0.008,1.57,14700,4973,280.65,0.059,2719,2609.560444,2843.404
0.008,1.57,14700,4990,292,0.085,2529,2375.3098,2591.318
0.008,1.57,14700,4973,312.16,0.133,2127,1963.670752,2175.735
0.008,1.57,14700,4979,321.25,0.158,1942,1781.624192,2037.434
0.008,1.57,14700,4979,331.83,0.197,1735,1573.954028,1861.794
0.008,2,14700,5006,276.51,0.093,2424,2306.61208,2471.332
0.008,2,14700,5045,280.65,0.095,2349,2309.278,2451.999
0.008,2,14700,5006,290.87,0.12,2202,2076.56136,2136.322
0.008,2,14700,5006,301.07,0.147,2069,1853.347176,1985.37
0.008,2,14700,4979,311.31,0.176,1918,1685.776424,1824.389
0.008,2,14700,5006,323.15,0.211,1741,1518.182448,1666.624
0.008,2,14700,5006,332.68,0.245,1582,1375.19096,1572.934
0.011,6,14700,1000,250.07,0.39,418,538.2380005,375.7395
0.011,6,14700,1009,260.3,0.39,400,533.429932,368.9296
0.011,6,14700,1012,270.51,0.408,387,491.3401195,345.77
0.011,6,14700,991,280.65,0.411,358,499.0174944,346.311
0.011,6,14700,983,290.87,0.408,330,508.6818317,350.1629
0.011,6,14700,977,301.07,0.401,301,523.5363272,355.5417
0.011,6,14700,988,321.25,0.388,245,551.4655324,372.9227
0.011,6,14700,997,311.31,0.394,277,529.0830185,359.6297
0.011,6,14700,1579,250.07,0.29,587,641.617254,538.9826
0.011,6,14700,1562,270.51,0.294,514,629.5883468,532.2834
0.011,6,14700,1570,280.65,0.288,476,649.8022854,538.1814
0.011,6,14700,1562,290.87,0.296,442,622.5262931,522.1974
0.011,6,14700,1576,301.07,0.301,411,603.5288471,505.6648
0.011,6,14700,1606,311.31,0.311,384,568.9053578,454.6387
0.011,6,14700,1623,321.25,0.325,354,523.2725894,400.7173
0.011,6,14700,2212,198.77,0.221,977,832.3519841,811.2642
0.011,6,14700,2176,209.12,0.22,920,835.2038797,792.1
0.011,6,14700,2170,219.36,0.227,881,814.1595704,769.0952
0.011,6,14700,2179,229.46,0.232,843,799.1525459,761.0654
0.011,6,14700,2182,239.85,0.243,809,766.0835661,729.288
0.011,6,14700,2152,250.07,0.244,754,763.1807071,714.5388
0.011,6,14700,2187,260.3,0.234,708,793.1408315,745.2014
0.011,6,14700,2190,270.51,0.263,680,691.2984448,693.3331
0.011,6,14700,2185,270.51,0.246,670,757.0519335,712.0354
0.011,6,14700,2185,280.65,0.244,618,763.0667862,714.5197
0.011,6,14700,2167,280.65,0.273,642,650.7397408,598.9363
0.011,6,14700,2182,290.87,0.258,579,712.069707,677.3907
0.011,6,14700,2161,301.07,0.27,532,663.2238333,605.0067
0.011,6,14700,2141,311.31,0.274,475,647.5103742,573.8328
0.011,6,14700,2144,321.25,0.286,428,598.4912655,523.1207
0.011,6,14700,2187,321.25,0.301,453,534.857026,485.7186
0.011,6,14700,2636,260.3,0.262,888,697.956188,757.3335
0.011,6,14700,2696,270.51,0.256,840,728.4403019,786.3777
0.011,6,14700,2676,280.65,0.265,783,687.118892,738.6631
0.011,6,14700,2667,290.87,0.273,726,650.8958072,690.3565
0.011,6,14700,2652,301.07,0.275,660,640.9922177,666.9807
0.011,6,14700,2705,311.31,0.283,612,608.9157606,632.6796
0.011,6,14700,2693,321.25,0.305,563,511.7915091,556.9078
0.011,6,14700,3074,280.65,0.254,883,766.312745,860.0665
